age,sample,meter,d18O,T_le,T_pu,type,min,period,stage,conzone,chizone,country,state,lat,long,source
420,CZ 462,,17.64,32.62,35.3952,Conodont,apatite,Silurian,Pridoli,,,Czech Republic,Pozary,50.07,13.9,Joachimski_2009; Grossman_2022
452.59,sl3-24a,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.63,06SL3-23,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.66,-10,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-10,,18.9,26.95,30.078,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-9,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-9,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-9,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-9,,18.1,30.55,33.454,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-8,,18.2,30.1,33.032,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-8,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-8,,17.8,31.9,34.72,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-7,,18.1,30.55,33.454,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-7,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-7,,17,35.5,38.096,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-6,,18.5,28.75,31.766,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-6,,18.5,28.75,31.766,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-6,,18.1,30.55,33.454,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-5,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-5,,18.2,30.1,33.032,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-5,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-4,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-4,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-3,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-3,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-3,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-2,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-2,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-2,,18.5,28.75,31.766,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-1,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,-1,,19.4,24.7,27.968,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,1,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,1,,18,31,33.876,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,2,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,2,,19.7,23.35,26.702,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,2,,18.5,28.75,31.766,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3,,18.7,27.85,30.922,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,4,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,4,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,4,,18.4,29.2,32.188,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,5,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,5,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,6,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,6,,18.4,29.2,32.188,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-1L,,18.4,29.2,32.188,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-1L,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-1L,,18.5,28.75,31.766,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-0.5M,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-0.5M,,18.6,28.3,31.344,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2L,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2L,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2L,,18.7,27.85,30.922,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-1.0M,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-1.0M,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-1.0M,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-1.0M,,18.7,27.85,30.922,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2LB,,19.8,22.9,26.28,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2LB,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2LB,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2LB,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2LB,,18.1,30.55,33.454,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2.0M,,19.1,26.05,29.234,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-4L,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-4L,,19.6,23.8,27.124,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-4L,,18.6,28.3,31.344,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2.5M,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2.5M,,19.7,23.35,26.702,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2.5M,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2.5M,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2.5M,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-2.5M,,19.6,23.8,27.124,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-5L,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-5L,,19.1,26.05,29.234,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-3.0M,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,3-3.0M,,18.7,27.85,30.922,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,Grainstone,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,Grainstone,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,Grainstone,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,Grainstone,,19.3,25.15,28.39,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,Carimona,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.66,Carimona,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Iowa,43.29,-91.77,Quinton_2018; Grossman_2022
452.7,2-2L,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-0.5m,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-0.5m,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-0.5m,,17.6,32.8,35.564,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-1.0m,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-1.0m,,18.6,28.3,31.344,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-1.0m,,18.5,28.75,31.766,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-1.0m,,17.7,32.35,35.142,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-1.5m,,17.4,33.7,36.408,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-1.5m,,18.2,30.1,33.032,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-4L,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-2.0m,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-2.0m,,18.1,30.55,33.454,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-2.0m,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-2.0m,,16.8,36.4,38.94,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-2.0m,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-2.5m,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-2.5m,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-2.5m,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-2.5m,,17.5,33.25,35.986,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-3.0m,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-3.0m,,18,31,33.876,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-3.0m,,17.9,31.45,34.298,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-8L. 2-3.5m,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-9L,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-4m,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-4m,,18.5,28.75,31.766,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-5.0. 2-5.5m,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-5.0. 2-5.5m,,19.1,26.05,29.234,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-6.0m,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-6.0m,,18.8,27.4,30.5,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-6.5m. 2-7.0m,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-6.5m. 2-7.0m,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-6.5m. 2-7.0m,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-6.5m. 2-7.0m,,18,31,33.876,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-7.5m. 2-8.25m,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-7.5m. 2-8.25m,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-7.5m. 2-8.25m,,18.6,28.3,31.344,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-7.5m. 2-8.25m,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-7.5m. 2-8.25m,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,2-7.5m. 2-8.25m,,18.2,30.1,33.032,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,117,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,117,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,117,,19,26.5,29.656,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,117,,18.7,27.85,30.922,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,116,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,116,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,116,,16.7,36.85,39.362,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,115,,18,31,33.876,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,115,,18.3,29.65,32.61,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,114,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,114,,18,31,33.876,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,112,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,112,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,112,,17.7,32.35,35.142,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,111,,19.7,23.35,26.702,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,111,,17.9,31.45,34.298,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,10,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,10,,18.4,29.2,32.188,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,10,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,10,,18.6,28.3,31.344,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,10,,18.1,30.55,33.454,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2003,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2003,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2003,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2003,,17.8,31.9,34.72,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2002,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2002,,18.5,28.75,31.766,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2002,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2002,,18.5,28.75,31.766,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2002,,17.8,31.9,34.72,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2001,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2001,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2001,,18.4,29.2,32.188,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2001,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,01.07.2001,,18,31,33.876,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,15,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,15,,19.7,23.35,26.702,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,15,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,15,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,15,,17.5,33.25,35.986,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,14,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,14,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,14,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,14,,19.5,24.25,27.546,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,13,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,13,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,13,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,13,,17.2,34.6,37.252,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,12,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,12,,18.5,28.75,31.766,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,12,,16.6,37.3,39.784,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,11,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,11,,17.3,34.15,36.83,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Minnesota,43.97,-91.38,Quinton_2018; Grossman_2022
452.7,SAL-91HA-30,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Katian,,,USA,Virginia,36.28,-86.69,Quinton_2018; Grossman_2022
452.7,SAL-91 HA-28,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Virginia,36.28,-86.69,Quinton_2018; Grossman_2022
